#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Subdivision/Condo Name,Heated Area,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP
1156,T3541102,SLD,31337 MIDNIGHT SUN WAY,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,673","$311,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,68,68,68,FHA,12/14/2024,$186.49 ,$186.49 ,1
1157,T3541099,SLD,31341 MIDNIGHT SUN WAY,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,673","$311,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,23,23,23,FHA,12/4/2024,$186.49 ,$186.49 ,1
1158,T3538108,SLD,33019 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,673","$312,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,93,93,93,Conventional,11/7/2024,$187.08 ,$187.08 ,1
1159,T3547141,SLD,33095 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,673","$314,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,106,106,106,Cash,1/9/2025,$188.28 ,$188.28 ,1
1160,T3547136,SLD,33083 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,673","$314,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,82,82,82,Conventional,12/11/2024,$188.28 ,$188.28 ,1
1161,T3538107,SLD,33015 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,673","$314,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,84,84,84,FHA,10/31/2024,$188.28 ,$188.28 ,1
1162,O6232013,SLD,7603 MOMENTUM PKWY,WESLEY CHAPEL,33545,WATERGRASS TOWNS,,"1,566","$315,000 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,0,0,0,FHA,9/27/2024,$191.56 ,$201.15 ,1.05
1163,T3538114,SLD,33035 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,673","$317,000 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,56,56,56,Conventional,10/8/2024,$191.86 ,$189.48 ,0.99
1164,T3540650,SLD,34267 POLACCA LN,WESLEY CHAPEL,33543,THE TOWNHOMES AT RIVER LANDING,,"1,553","$317,500 ",3,2,1,2024,Community,Townhouse,Fee Simple,"$5,000.00 ",73,73,73,Conventional,11/14/2024,$205.65 ,$204.44 ,0.99
1165,T3541104,SLD,31304 MIDNIGHT SUN WAY,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,758","$317,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,107,107,107,FHA,12/4/2024,$180.88 ,$180.88 ,1
1166,T3536633,SLD,2002 HOVENWEEP RD,WESLEY CHAPEL,33543,UNION PARK PH 7C & OLDWOODS AVEN,,"1,673","$317,990 ",3,2,1,2021,Community,Townhouse,Fee Simple,"$5,937.35 ",11,11,15,FHA,7/26/2024,$190.07 ,$190.07 ,1
1167,T3547142,SLD,33099 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,673","$319,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,91,91,91,Conventional,12/19/2024,$191.27 ,$191.27 ,1
1168,T3547138,SLD,33093 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,673","$319,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,79,79,79,FHA,12/12/2024,$191.27 ,$191.27 ,1
1169,T3546818,SLD,33048 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,758","$319,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,79,79,81,Cash,11/18/2024,$187.71 ,$182.02 ,0.97
1170,T3541116,SLD,31343 MIDNIGHT SUN WAY,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,758","$319,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,135,135,135,FHA,1/10/2025,$182.02 ,$182.02 ,1
1171,T3538807,SLD,31434 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$319,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,52,52,121,FHA,12/16/2024,$204.47 ,$204.47 ,1
1172,T3538112,SLD,33029 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,673","$319,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,60,60,60,Conventional,10/18/2024,$191.27 ,$191.27 ,1
1173,T3538111,SLD,33023 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,673","$319,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,28,28,28,FHA,11/8/2024,$191.27 ,$191.27 ,1
1174,U8247268,SLD,32115 CYPRESS VALLEY DR,WESLEY CHAPEL,33545,NEW RIVER LAKES PH C2,,"1,474","$320,000 ",3,2,0,2001,Community,Single Family Residence,Fee Simple,"$4,038.00 ",29,29,58,FHA,9/10/2024,$210.31 ,$217.10 ,1.03
1175,T3537660,SLD,2361 PARAVANE WAY,WESLEY CHAPEL,33543,THE TOWNHOMES AT RIVER LANDING,,"1,373","$321,935 ",3,2,1,2024,Community,Townhouse,Fee Simple,"$4,000.00 ",0,0,0,Conventional,7/31/2024,$234.48 ,$234.48 ,1
1176,T3542232,SLD,4228 BETHPAGE CT,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT A PH 01,,"1,486","$322,000 ",4,2,0,2006,Community,Single Family Residence,Fee Simple,"$4,461.87 ",89,89,90,FHA,12/6/2024,$228.73 ,$216.69 ,0.95
1177,T3537128,SLD,1147 BENSBROOKE DR,WESLEY CHAPEL,33543,MEADOW POINTE 03 PRCL PP,,"1,713","$322,000 ",3,2,0,2005,Community,Villa,Fee Simple,"$4,505.20 ",105,105,105,Cash,12/6/2024,$193.81 ,$187.97 ,0.97
1178,T3541168,SLD,31488 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$324,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,127,127,127,Conventional,1/7/2025,$207.66 ,$207.66 ,1
1179,T3538645,SLD,31346 MIDNIGHT SUN WAY,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,758","$324,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,65,65,65,Conventional,10/18/2024,$184.86 ,$184.86 ,1
1180,T3540652,SLD,34247 POLACCA LN,WESLEY CHAPEL,33543,THE TOWNHOMES AT RIVER LANDING,,"1,553","$325,000 ",3,2,1,2024,Community,Townhouse,Fee Simple,"$5,000.00 ",65,65,65,Conventional,10/18/2024,$209.58 ,$209.27 ,1
1181,T3538115,SLD,33026 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,758","$325,000 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,33,33,33,FHA,10/30/2024,$192.83 ,$184.87 ,0.96
1182,T3541156,SLD,31480 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$327,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,112,112,112,FHA,12/19/2024,$209.58 ,$209.58 ,1
1183,T3541139,SLD,8572 BOLD CYPRESS LN,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$327,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,127,127,127,FHA,1/17/2025,$209.58 ,$209.58 ,1
1184,T3541136,SLD,8564 BOLD CYPRESS LN,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$327,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,127,127,127,Conventional,12/23/2024,$209.58 ,$209.58 ,1
1185,T3536742,SLD,5385 ELMVIEW XING,WESLEY CHAPEL,33545,CHAPEL XING PRCL 5,,"1,762","$329,000 ",3,2,1,2021,Community,Townhouse,Fee Simple,"$6,659.58 ",174,174,178,FHA,1/3/2025,$186.72 ,$186.72 ,1
1186,T3541179,SLD,31461 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$329,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,71,71,71,FHA,10/30/2024,$210.86 ,$210.86 ,1
1187,T3541175,SLD,31469 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$329,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,118,118,118,FHA,12/17/2024,$210.86 ,$210.86 ,1
1188,T3538812,SLD,31450 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$329,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,31,31,31,Conventional,10/24/2024,$210.86 ,$210.86 ,1
1189,T3538668,SLD,31368 MIDNIGHT SUN WAY,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,758","$329,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,29,29,29,Conventional,9/20/2024,$187.71 ,$187.71 ,1
1190,T3537908,SLD,32291 TURTLE GRACE LOOP,WESLEY CHAPEL,33545,MEADOW RIDGE,,"1,758","$329,990 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,30,30,30,VA,9/5/2024,$187.71 ,$187.71 ,1
1191,U8252923,SLD,1813 HOVENWEEP RD,WESLEY CHAPEL,33543,UNION PARK PH 7A & OLDWOODS AVEN,,"1,758","$330,000 ",3,2,1,2019,Community,Townhouse,Fee Simple,"$3,928.00 ",19,19,19,FHA,9/30/2024,$187.71 ,$187.71 ,1
1192,W7866990,SLD,30607 BIRDHOUSE DR,WESLEY CHAPEL,33545,CHAPEL PINES PH 1A,,"1,303","$330,000 ",3,2,0,2002,Private,Single Family Residence,Fee Simple,"$4,099.27 ",116,116,116,Conventional,12/20/2024,$251.73 ,$253.26 ,1.01
1193,T3544647,SLD,27500 SKY LAKE CIR,WESLEY CHAPEL,33544,LAKES AT NORTHWOOD,,"1,406","$330,000 ",3,2,0,2001,Private,Single Family Residence,Fee Simple,"$1,516.00 ",1,1,1,Cash,8/14/2024,$252.49 ,$234.71 ,0.93
1194,T3539028,SLD,34243 POLACCA LN,WESLEY CHAPEL,33543,THE TOWNHOMES AT RIVER LANDING,,"1,553","$330,000 ",3,2,1,2024,Community,Townhouse,Fee Simple,"$5,000.00 ",45,45,45,Conventional,9/17/2024,$216.02 ,$212.49 ,0.98
1195,T3539007,SLD,27853 BREAKERS DR,WESLEY CHAPEL,33544,NORTHWOOD,,"1,454","$330,000 ",4,2,0,2003,Community,Single Family Residence,Fee Simple,"$3,865.03 ",45,45,54,Cash,9/20/2024,$240.71 ,$226.96 ,0.94
1196,T3537688,SLD,7451 STONEBROOK CIR,WESLEY CHAPEL,33545,WATERGRASS PRCL F-2,,"1,587","$330,000 ",3,2,0,2020,Community,Villa,Fee Simple,"$3,699.00 ",60,60,61,Cash,9/17/2024,$211.66 ,$207.94 ,0.98
1197,W7866811,SLD,5127 PRAIRIE VIEW WAY,WESLEY CHAPEL,33545,NEW RIVER LAKES VILLAGES B2 & D,,"1,448","$331,000 ",4,2,0,2003,Community,Single Family Residence,Fee Simple,"$2,580.29 ",63,63,65,FHA,11/1/2024,$227.83 ,$228.59 ,1
1198,T3541437,SLD,1615 LADYWELL CT,WESLEY CHAPEL,33544,NORTHWOOD,,"1,446","$332,000 ",3,2,0,2003,Community,Single Family Residence,Fee Simple,"$5,610.00 ",21,21,21,Cash,9/25/2024,$238.55 ,$229.60 ,0.96
1199,T3548852,SLD,7839 STONEBROOK CIR,WESLEY CHAPEL,33545,WATERGRASS PRCL F-2,,"1,587","$332,900 ",3,2,0,2021,Community,Villa,Fee Simple,"$3,865.00 ",30,30,33,Cash,10/29/2024,$213.55 ,$209.77 ,0.98
1200,T3541134,SLD,31478 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$332,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,41,41,41,Conventional,11/21/2024,$216.61 ,$212.77 ,0.98
1201,U8247770,SLD,33593 APRICOT TREE CT,WESLEY CHAPEL,33543,ASHBERRY VILLAGE PH 2A,,"1,504","$333,000 ",3,2,0,2023,None,Single Family Residence,Fee Simple,"$2,535.53 ",75,75,76,Conventional,10/4/2024,$225.40 ,$221.41 ,0.98
1202,T3541152,SLD,8588 BOLD CYPRESS LN,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$334,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,91,91,91,FHA,11/15/2024,$214.05 ,$214.05 ,1
1203,T3541142,SLD,8580 BOLD CYPRESS LN,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$334,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,93,93,93,FHA,11/15/2024,$214.05 ,$214.05 ,1
1204,T3541128,SLD,31472 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$334,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,74,74,74,FHA,11/8/2024,$214.05 ,$214.05 ,1
1205,T3536153,SLD,31453 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$334,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,51,51,51,FHA,9/25/2024,$214.05 ,$214.05 ,1
1206,T3545356,SLD,32676 CANYONLANDS DR,WESLEY CHAPEL,33543,UNION PARK,,"1,504","$335,000 ",3,2,0,2021,Community,Single Family Residence,Fee Simple,"$6,443.00 ",32,32,32,FHA,9/27/2024,$219.41 ,$222.74 ,1.02
1207,T3544319,SLD,1322 AMBRIDGE DR,WESLEY CHAPEL,33543,MEADOW POINTE 03 PRCL PP & QQ,,"1,455","$335,000 ",2,2,0,2007,Community,Villa,Fee Simple,"$3,937.94 ",31,31,41,VA,10/18/2024,$230.24 ,$230.24 ,1
1208,T3538952,SLD,31814 BLYTHEWOOD WAY,WESLEY CHAPEL,33543,MEADOW POINTE III,,"1,455","$335,000 ",2,2,0,2006,Community,Villa,Fee Simple,"$2,922.00 ",4,4,4,Conventional,7/31/2024,$230.24 ,$230.24 ,1
1209,T3535592,SLD,5446 LOOKOUT PASS,WESLEY CHAPEL,33544,LEXINGTON OAKS VILLAGE 32A 33,,"1,708","$335,000 ",3,2,0,2002,Community,Single Family Residence,Fee Simple,"$5,940.33 ",104,104,153,Conventional,12/11/2024,$210.77 ,$196.14 ,0.93
1210,T3538808,SLD,31442 ANCIENT SAGE RD,WESLEY CHAPEL,33545,TOWNS AT WOODSDALE,,"1,565","$335,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,12,12,12,VA,9/12/2024,$214.69 ,$214.69 ,1
1211,O6226329,SLD,6624 GENTLE BEN CIR,WESLEY CHAPEL,33544,FAIRWAYS QUAIL HOLLOW PH 02,,"1,512","$339,900 ",3,2,0,2000,None,Single Family Residence,Fee Simple,"$3,893.77 ",15,15,15,VA,8/29/2024,$224.80 ,$224.80 ,1
1212,T3548249,SLD,4090 PACENTE LOOP,WESLEY CHAPEL,33543,ASHTON OAKS PH 2,,"1,672","$342,000 ",3,2,0,2013,Community,Single Family Residence,Fee Simple,"$3,366.23 ",33,33,34,Cash,10/25/2024,$209.33 ,$204.55 ,0.98
1213,J977387,SLD,5491 BROOKLET WOODS DR,WESLEY CHAPEL,33545,TWIN CRKS/CHAPEL XINGS,,"1,667","$345,247 ",3,2,1,2024,None,Townhouse,Fee Simple,"$2,081.22 ",0,0,-59,FHA,5/24/2024,$207.11 ,$207.11 ,1
1214,J978160,SLD,31461 WOODLAND RACE LOOP,WESLEY CHAPEL,33545,TWIN CRKS/CHAPEL XINGS,,"1,667","$345,254 ",3,2,1,2024,None,Townhouse,Fee Simple,"$2,121.36 ",0,0,-55,FHA,6/25/2024,$207.11 ,$207.11 ,1
1215,T3542629,SLD,33292 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,504","$349,990 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,55,55,136,FHA,1/9/2025,$232.71 ,$232.71 ,1
1216,U8246905,SLD,4241 WARWICK HILLS DR,WESLEY CHAPEL,33543,COUNTRY WALK INCREMENT F PH 01,,"1,482","$352,000 ",3,2,0,2009,Community,Single Family Residence,Fee Simple,"$3,743.94 ",7,7,9,Conventional,7/22/2024,$236.17 ,$237.52 ,1.01
1217,U8251448,SLD,5106 WINDINGBROOK TRL,WESLEY CHAPEL,33544,SADDLEBROOK VILLAGE WEST,,"1,549","$353,000 ",3,2,0,2002,Community,Single Family Residence,Fee Simple,"$3,602.31 ",3,3,3,Conventional,8/22/2024,$225.95 ,$227.89 ,1.01
1218,J977975,SLD,6298 WANDERING WILLIOW DR,WESLEY CHAPEL,33545,AVALON PK WEST-NORTH PHS 2 4 5,,"1,504","$353,490 ",3,2,0,2024,None,Single Family Residence,Fee Simple,$456.43 ,0,0,-87,FHA,5/30/2024,$235.03 ,$235.03 ,1
1219,T3546986,SLD,2478 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$354,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,86,86,86,Cash,12/4/2024,$226.83 ,$226.83 ,1
1220,T3538135,SLD,2470 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$354,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,123,123,123,Cash,12/4/2024,$226.83 ,$226.83 ,1
1221,O6224203,SLD,7583 MOMENTUM PKWY,WESLEY CHAPEL,33545,WATERGRASS TOWNS,,"1,808","$355,000 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,49,49,49,Conventional,10/22/2024,$198.86 ,$196.35 ,0.99
1222,T3538568,SLD,3906 WASHBURN PL,WESLEY CHAPEL,33543,MEADOW POINTE 04 PRCL K,,"1,730","$355,250 ",4,2,0,2006,Community,Single Family Residence,Fee Simple,"$7,800.00 ",79,79,79,Conventional,11/5/2024,$202.31 ,$205.35 ,1.02
1223,J978965,SLD,33358 DARLEY DALE TRL,WESLEY CHAPEL,33545,AVALON PK WEST-NORTH PHS 2 4 5,,"1,504","$355,490 ",3,2,0,2024,None,Single Family Residence,Co-op,$480.00 ,0,0,-79,Cash,7/3/2024,$236.36 ,$236.36 ,1
1224,J978972,SLD,33258 DARLEY DALE TRL,WESLEY CHAPEL,33545,AVALON PK WEST-NORTH PHS 2-7,,"1,504","$359,490 ",3,2,0,2024,None,Single Family Residence,Fee Simple,$489.00 ,0,0,-122,Conventional,7/2/2024,$239.02 ,$239.02 ,1
1225,T3546324,SLD,2395 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$359,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,2,2,2,Cash,9/10/2024,$230.03 ,$230.03 ,1
1226,T3544846,SLD,28315 TANGLEWOOD DR,WESLEY CHAPEL,33543,TANGLEWOOD VILLAGE,,"1,502","$360,000 ",3,2,0,1982,None,Single Family Residence,Fee Simple,"$2,167.00 ",51,51,54,Conventional,10/28/2024,$243.01 ,$239.68 ,0.99
1227,O6224200,SLD,7611 MOMENTUM PKWY,WESLEY CHAPEL,33545,WATERGRASS TOWNS,,"1,808","$360,000 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,64,64,64,Conventional,11/20/2024,$224.93 ,$199.12 ,0.89
1228,T3539768,SLD,31309 BACLAN DR,WESLEY CHAPEL,33545,BRIDGEWATER PH 03,,"1,980","$360,000 ",4,2,0,2005,None,Single Family Residence,Fee Simple,"$4,442.26 ",141,141,149,FHA,1/13/2025,$189.39 ,$181.82 ,0.96
1229,O6220588,SLD,7614 MOMENTUM PKWY,WESLEY CHAPEL,33545,WATERGRASS TOWNS,,"1,808","$360,000 ",3,2,1,2024,Community,Townhouse,Fee Simple,$0.00 ,85,85,85,Conventional,11/8/2024,$193.24 ,$199.12 ,1.03
1230,T3542633,SLD,33334 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,504","$360,490 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,5,5,5,Cash,10/24/2024,$239.69 ,$239.69 ,1
1231,T3548646,SLD,33358 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,504","$361,490 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,4,4,4,Private,11/6/2024,$240.35 ,$240.35 ,1
1232,T3538132,SLD,2433 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$363,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,18,18,18,Conventional,9/24/2024,$232.58 ,$232.58 ,1
1233,T3539371,SLD,30833 BIRDHOUSE DR,WESLEY CHAPEL,33545,CHAPEL PINES PH 02 & 1C,,"1,578","$364,000 ",3,2,0,2003,None,Single Family Residence,Fee Simple,$195.00 ,39,39,39,VA,9/11/2024,$230.67 ,$230.67 ,1
1234,T3539779,SLD,33822 FLOATING HEART CT,WESLEY CHAPEL,33545,WATERGRASS PCLS F-1 & F-3,,"1,490","$365,000 ",3,2,0,2021,Community,Single Family Residence,Fee Simple,"$5,138.00 ",25,25,26,Conventional,9/12/2024,$247.65 ,$244.97 ,0.99
1235,T3538634,SLD,7029 BELT LINK LOOP,WESLEY CHAPEL,33545,BRIDGEWATER PH 1 & 2,,"1,544","$365,000 ",4,2,0,2004,None,Single Family Residence,Fee Simple,"$3,240.30 ",38,38,143,Cash,12/12/2024,$238.99 ,$236.40 ,0.99
1236,T3546425,SLD,2469 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$366,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,9,9,9,Conventional,11/5/2024,$234.50 ,$234.50 ,1
1237,T3546411,SLD,2477 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$366,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,9,9,9,Conventional,11/15/2024,$234.50 ,$234.50 ,1
1238,T3543914,SLD,5033 BALLARD CREST LN,WESLEY CHAPEL,33543,ASHLEY PINES,,"2,494","$367,500 ",3,2,1,2007,None,Single Family Residence,Fee Simple,"$5,770.75 ",65,65,94,FHA,11/25/2024,$144.31 ,$147.35 ,1.02
1239,T3547837,SLD,33448 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE,,"1,672","$367,990 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,78,78,80,FHA,12/20/2024,$220.09 ,$220.09 ,1
1240,T3547836,SLD,33451 DARLEY DALE TRL,WESLEY CHAPEL,33545,WESTGATE,,"1,672","$367,990 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$0.00 ,71,71,71,Cash,12/3/2024,$220.09 ,$220.09 ,1
1241,U8252279,SLD,29527 BIRDS EYE DR,WESLEY CHAPEL,33543,MEADOW POINTE PRCL 08,,"1,592","$369,000 ",3,2,0,1998,None,Single Family Residence,Fee Simple,"$5,540.00 ",42,42,42,Cash,10/3/2024,$241.83 ,$231.78 ,0.96
1242,T3539470,SLD,5628 BROOKLET WOODS DR,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"1,888","$369,985 ",3,2,1,2023,Community,Townhouse,Fee Simple,"$2,027.00 ",87,87,87,FHA,12/20/2024,$195.92 ,$195.97 ,1
1243,T3542939,SLD,30929 STONE ARCH AVE,WESLEY CHAPEL,33545,BRIDGEWATER PH 03,,"1,810","$370,000 ",4,3,0,2005,None,Single Family Residence,Fee Simple,"$4,961.00 ",6,6,6,Conventional,8/31/2024,$207.18 ,$204.42 ,0.99
1244,T3538589,SLD,6531 TABOGI TRL,WESLEY CHAPEL,33545,CHAPEL PINES PH 03,,"1,292","$370,000 ",3,2,0,2005,Private,Single Family Residence,Fee Simple,"$4,392.15 ",19,19,50,Conventional,9/20/2024,$294.12 ,$286.38 ,0.97
1245,T3547002,SLD,2492 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$374,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,18,18,18,Conventional,10/27/2024,$239.61 ,$239.61 ,1
1246,T3547001,SLD,2484 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$374,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,40,40,40,Conventional,10/30/2024,$239.61 ,$239.61 ,1
1247,T3538134,SLD,2462 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$374,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,83,83,83,Conventional,10/30/2024,$239.61 ,$239.61 ,1
1248,T3537544,SLD,4925 SAN MARTINO DR,WESLEY CHAPEL,33543,ESTANCIA PH 4,,"2,047","$375,000 ",3,2,1,2019,Community,Townhouse,Fee Simple,"$5,828.85 ",94,94,95,Cash,10/23/2024,$200.24 ,$183.19 ,0.91
1249,T3536636,SLD,1410 OCEAN REEF RD,WESLEY CHAPEL,33544,NORTHWOOD,,"1,507","$375,000 ",4,2,0,2002,Community,Single Family Residence,Fee Simple,"$5,811.77 ",3,3,3,Conventional,7/29/2024,$245.45 ,$248.84 ,1.01
1250,T3544640,SLD,7853 PEACE LILY AVE,WESLEY CHAPEL,33545,PASADENA POINT,,"1,615","$375,490 ",3,2,0,2024,Community,Single Family Residence,Fee Simple,$304.65 ,21,21,21,Conventional,10/21/2024,$238.69 ,$232.50 ,0.97
1251,T3546979,SLD,2448 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$377,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,36,36,36,Cash,10/28/2024,$241.53 ,$241.53 ,1
1252,T3538697,SLD,5573 WANDERING WILLOW DR,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,690","$379,900 ",3,2,0,2023,Community,Single Family Residence,Fee Simple,"$2,499.99 ",21,21,33,VA,8/29/2024,$224.79 ,$224.79 ,1
1253,J977920,SLD,5599 BROOKLET WOODS DR,WESLEY CHAPEL,33545,TWIN CREEKS AT CHAPEL CROSSINGS,,"1,888","$379,965 ",3,2,1,2024,None,Townhouse,Fee Simple,"$2,085.24 ",0,0,-46,Conventional,7/1/2024,$201.25 ,$201.25 ,1
1254,T3544452,SLD,33278 REGENT CANAL ST,WESLEY CHAPEL,33545,WESTGATE AT AVALON PARK,,"1,916","$379,990 ",3,2,1,2024,Community,Single Family Residence,Fee Simple,$0.00 ,85,85,85,FHA,12/4/2024,$194.67 ,$198.32 ,1.02
1255,T3536858,SLD,2440 BENDING BONSAI DR,WESLEY CHAPEL,33543,WOODCREEK,,"1,565","$380,990 ",3,2,0,2024,Community,Villa,Fee Simple,$0.00 ,0,0,0,Conventional,10/22/2024,$243.44 ,$243.44 ,1
